IntegralRankCurrencyName_1300001|元宝榜
CityWarAgreeAlly|1.#Y%s#end正向你发起结盟申请。#N2.成功结盟后，本周内将无法#Y变更#end盟友。结盟关系在第三阶段结束时自动解除。#N3.结盟后，在战场中将显示为#Y黄色#end的盟友关系。#N4.进攻盟友时，将弹出#Y二次确认#end提示。#N5.活动#Y进行时#end达成的联盟，将在#Y下阶段活动时#end生效。#N6.第三阶段结束时，会根据成绩，按照#Y一定规则#end发放#Y结盟奖励#end。
DragonBallRule|1.祈福龙珠为限时性活动，每次开放奖励都会进行更换#N2.可在活动中使用祈福龙魂激活龙珠，每激活一颗龙珠都可获取一次奖励#N3.祈福龙魂可在活动中获得，请关注当天活动#N4.点亮七颗龙珠后可召唤一次神龙进行许愿，可获得一次大奖奖励，无须消耗任何道具#N5.许愿完毕后七颗龙珠熄灭，需要再次点亮七颗龙珠才可进行下一次的召唤神龙#N6.背包空间不足时，奖励将会通过邮件发放
GrailRule|1.圣杯一共具有五个阶段，容器圣杯—初生圣杯—丰足圣杯—充盈圣杯—溢满圣杯。#N2.当前阶段的圣杯达到最大等级后，需要消耗10个圣杯令咒进行突破。#N3.圣杯令咒需要使用圣杯令咒点亮，随着圣杯阶段的提升，点亮一个咒印所需要的令咒也会提升。#N4.每个阶段最多只能点亮10个咒印。#N5.激活圣杯时，圣杯会初始生成1个圣杯悬赏，完成悬赏会得到圣杯的材料奖励，提示圣杯的阶段或者激活圣杯皮肤可增加悬赏数量。#N6.圣杯悬赏具有时间限制，逾期的悬赏需要则无法继续完成，需要重新刷新，但不会产生任何消耗。#N7.圣杯悬赏在刷新或重新接取时有几率会得到稀有悬赏，稀有悬赏会得到更高的奖励。#N8.圣杯悬赏可进行锁定，锁定中的悬赏将会暂停时间的倒计时并且不计算任何的任务进度，请合理使用
XlTeam|1.满员组队可对BOSS获得10%增伤属性#N2.仙灵战场内组队的BOSS奖励按个人计算，队伍成员不共享收益
GodBookRule|1.消耗铜币进行领悟，足够领悟5次时，优先领悟5次#N2.每次领悟均可概率获得天书当中某个天书字#N3.当每个天书字的获取数量满足条件时，可以进阶，进阶后增加属性战力#N4.当前天书领悟至满阶后，可以激活下一部天书
GoodLuckyLot|1.鸿运签筒为限时性抽奖活动#N2.一共有6根竹签，每天完成对应额度的充值可获得一次摇签机会#N3.每天获得摇签机会具有上限并且可以隔天累计#N4.完成所有的摇签不可继续抽奖，充值也不再获得额外次数
FireworksDraw|1.本烟花寻宝为跨服玩法，寻宝所消耗的元宝会进入元宝池中；#N2.每寻宝1次获得10点烟花值，烟花值达标即可获得达标烟花宝箱奖励；#N3.烟花宝箱在满足条件后，最多可领取双倍的宝箱奖励；#N4.每天有1次免费寻宝次数，每晚0点刷新；#N5.寻宝可获稀有奖励及兑换道具，更有机会直接领取奖池中的元宝大奖；#N6.当期活动结束后烟花值将清零重置，烟花宝箱奖励请及时领取，活动结束后烟花宝箱中未领取奖励只能获得基础（单倍）奖励；#N7.10连、50连出有更大机会获得稀有奖励；#N8.每日烟花寻宝跨服所有玩家最多进行10万次。
FireworksXyDraw|1.本庆典寻宝为跨服玩法，寻宝所消耗的仙玉会进入仙玉池中；#N2.每寻宝1次获得10点庆典值，庆典值达标即可获得达标庆典宝箱奖励；#N3.庆典宝箱在满足条件后，最多可领取双倍的宝箱奖励；#N4.每天有1次免费寻宝次数，每晚0点刷新；#N5.仙玉寻宝比元宝寻宝可获更稀有的奖励及兑换道具，更有机会直接领取奖池中的仙玉大奖；#N6.当期活动结束后庆典值将清零重置，庆典宝箱奖励请及时领取，活动结束后庆典宝箱中未领取奖励只能获得基础（单倍）奖励；#N7.10连、50连出有更大机会获得稀有奖励；#N8.每日庆典寻宝跨服所有玩家最多进行10万次。
GodWarRule|1.神座战争为跨服多人玩法，活动时间内满足条件的玩家可以进入战场#N2.活动开启时间为每周三、五、日13：45~14：00，19：45~20：00#N3.进入战场后，根据玩家神转等级、拥有神冕和神座装备初始拥有一定数量的骰子，摇动骰子获得点数后向前移动#N4.本玩法每周日在最后一场结束后5分钟内进行结算，根据排名参与的玩家都将获得排名奖励，奖励以邮件形式发放
GroupBuying|1.团购榜是一个跨服排行榜单，通过在超值团购募集团购券可获得团购积分#N2.在超值团购中获取一次团购大礼可获得额外的团购积分，仙友团第一名的玩家可双倍获取积分，募集的团购券越多，团购开奖人数越多，中奖几率也越高#N3.团购榜界面左上角展示排行榜截止时间，一旦倒计时结束，则不再计入积分排行
SishengCz|1.圣痕重铸后，技能与技能数量都有概率改变#N2.重铸圣痕需要消耗圣痕碎片，等级越高的圣痕重置消耗越高#N3.圣痕碎片可通过分解圣痕获得#N4.非属性类型的的技能效果无法叠加，只按最高级别的生效
SishengMain|1.穿戴圣痕后，主角可获得圣痕强大的属性与被动技能#N2.圣痕可通过合成、商店购买、活动产出#N3.圣痕品质越高拥有的属性和被动技能越强大#N4.获得圣痕后可通过重铸功能，洗练出心仪的被动技能#N5.非属性类型的的技能效果无法叠加，只按最高级别的生效
SishengHc|1.合成时只能使用同类型、同品质的圣痕进行合成#N2.合成成功时，获得一个同类型、更高品质的圣痕
GroupTeamBuy|1.团购大礼必须满足目标团购券数目才会进行发放奖励，若不满足则不开奖；#N2.每满足1次目标团购券的值可增加1名开奖人数；#N3.当开奖人数等于1时，开奖时只发放仙友团第一名的玩家,当开奖人数大于1时，开奖时第一名玩家必得团购大奖，剩余名额从其他名次的玩家中产生，团购券数越多，中奖几率越高；#N4.团购大礼在每天的22:40分进行结算，停止参团，22:50分正式发放奖励。
ZhenFaBall1|#Y1#end星可得#Y1#end条附加属性，属性范围：#N攻击：#Y3000~6000#end  防御：#Y3000~6000#end#N破甲：#Y3000~6000#end  暴击：#Y3000~6000#end#N抗暴：#Y3000~6000#end  闪避：#Y3000~6000#end#N命中：#Y3000~6000#end  生命：#Y60000~120000#end
ZhenFaBall2|#Y2#end星可得#Y1#end条附加属性，属性范围：#N攻击：#Y6000~12000#end  防御：#Y6000~12000#end#N破甲：#Y6000~12000#end  暴击：#Y6000~12000#end#N抗暴：#Y6000~12000#end  闪避：#Y6000~12000#end#N命中：#Y6000~12000#end  生命：#Y120000~240000#end
ZhenFaBall3|#Y3#end星可得#Y2#end条附加属性，属性范围：#N攻击：#Y12000~24000#end  防御：#Y12000~24000#end#N破甲：#Y12000~24000#end  暴击：#Y12000~24000#end#N抗暴：#Y12000~24000#end  闪避：#Y12000~24000#end#N命中：#Y12000~24000#end  生命：#Y240000~480000#end
ZhenFaBall4|#Y4#end星可得#Y2#end条附加属性，属性范围：#N攻击：#Y18000~24000#end  防御：#Y18000~24000#end#N破甲：#Y18000~24000#end  暴击：#Y18000~24000#end#N抗暴：#Y18000~24000#end  闪避：#Y18000~24000#end#N命中：#Y18000~24000#end  生命：#Y360000~720000#end
ZhenFaBall5|#Y5#end星可得#Y3#end条附加属性，属性范围：#N攻击：#Y30000~60000#end  防御：#Y30000~60000#end#N破甲：#Y30000~60000#end  暴击：#Y30000~60000#end#N抗暴：#Y30000~60000#end  闪避：#Y30000~60000#end#N命中：#Y30000~60000#end  生命：#Y600000~1200000#end
XuanGong|1.通关指定的神墓关卡可开启对应玄功栏。#N2.高品质玄功可吞噬低品质进行升级，提升主属性。#N3.玄功会随机附带1-3条副属性，品质越高副属性数量越多，副属性不会随升级提升。
ShenMuLX|1.神墓历险属于#G超难度副本#end，#G建议#end玩家#G组队#end挑战#N2.每日仅可挑战#G2#end次，产出#G大量#end的#G稀有材料#end#N3.每个队伍最多#G可组4人#end，可#G跨服组队，师徒组队#end#N4.神墓历险每#G5#end关为#G特殊关卡#end，#G无需#end击杀BOSS，规定时间内#G存活#end即可#G通关#end，若#G击杀#endBOSS可获得#G丰厚奖励#end#N5.神墓历险因受到神墓气息的影响，无法施展#G元神变身#end，并且BUFF效果全部#G失效#end#N6.#G阵法与四圣#end具有上古仙力，为神墓气息的#G克星#end，可在神墓中#G特殊提供#endBUFF效果#N7.#G挑战奖励#end在最终挑战结束后，以#G邮件形式#end发送#N8.巅峰大奖#G每周结算一次#end，以#G邮件形式#end发送
GiftBigBagDes|1.当日进行超值秒杀从当天开始计算日程#N2.当日先进行8元秒杀再购买超值秒杀从次日开始计算日程
JianWenPartsName_1|剑纹
JianWenPartsName_2|剑纹升星
QI_LING_EQ_NAME_1_0|绿苑杖
QI_LING_EQ_NAME_1_1|花明冠
QI_LING_EQ_NAME_1_2|百叶衣
QI_LING_EQ_NAME_1_3|千芊结
QI_LING_EQ_NAME_1_4|林飞靴
QI_LING_EQ_NAME_1_5|丹仙笔
QI_LING_EQ_NAME_2_0|招魂灯
QI_LING_EQ_NAME_2_1|彼岸玉
QI_LING_EQ_NAME_2_2|孟婆衣
QI_LING_EQ_NAME_2_3|幽冥结
QI_LING_EQ_NAME_2_4|生骨杖
QI_LING_EQ_NAME_2_5|引渡鞋
QI_LING_EQ_NAME_3_0|无根伞
QI_LING_EQ_NAME_3_1|兔灵帽
QI_LING_EQ_NAME_3_2|火舞衣
QI_LING_EQ_NAME_3_3|月照结
QI_LING_EQ_NAME_3_4|玄绣鞋
QI_LING_EQ_NAME_3_5|运转石
QI_LING_EQ_NAME_4_0|擒龙金鞭
QI_LING_EQ_NAME_4_1|辟邪皇冠
QI_LING_EQ_NAME_4_2|刃金战甲
QI_LING_EQ_NAME_4_3|玄晶护臂
QI_LING_EQ_NAME_4_4|震地战靴
QI_LING_EQ_NAME_4_5|幻璃战刃
QI_LING_EQ_NAME_5_0|驱魔铃
QI_LING_EQ_NAME_5_1|阴阳帽
QI_LING_EQ_NAME_5_2|玉成衣
QI_LING_EQ_NAME_5_3|晴明玉
QI_LING_EQ_NAME_5_4|炼妖炉
QI_LING_EQ_NAME_5_5|量地鞋
QI_LING_EQ_NAME_6_0|蛛焰邪矛
QI_LING_EQ_NAME_6_1|炽炎神盔
QI_LING_EQ_NAME_6_2|焱王猎甲
QI_LING_EQ_NAME_6_3|控火手套
QI_LING_EQ_NAME_6_4|赤浪战靴
QI_LING_EQ_NAME_6_5|炼狱之地
Fabao_1|%s属性
Fabao_2|背包预览
Fabao_3|剑纹回收
Fabao_4|剑纹合成
Fabao_5|未满足合成条件
Fabao_6|未选择剑纹
Fabao_7|%s%s#end					%s级/%s级
Fabao_8|战斗力%s
Fabao_9|概率%s%
Fabao_10|没有可装备的符文
Fabao_11|已达到最高级
Fabao_12|未镶嵌剑纹符文
Fabao_13|已满级
Fabao_14|通关深渊剑冢%s层或
Fabao_15|解锁第%s孔位
Fabao_16|%s阶
Fabao_17|%s%s开启
Fabao_18|没有可装备的符文
Fabao_19|红色品质以上可升星
Fabao_20|无可替换符文
Fabao_21|#G%s升星#end\n
Fabao_22|%s%s#end					%s级/%s级
Fabao_23|剑纹分解成功，获得以下收益：
Fabao_24|灵玉分解成功，获得以下收益：
Fabao_25|该战位未激活
Fabao_26|拥有数量：%s
Fabao_27|当前效果:出战器灵继承主角属性的%s%#N
Fabao_28|#G下级效果:出战器灵继承主角属性的%s%#end
Fabao_29|#G已满级#end
Fabao_30|穿戴
Fabao_31|升阶
Fabao_32|未穿戴装备
Fabao_33|升星材料不足！
Fabao_34|#G%s.%s星
Fabao_35|消耗%s件%s进阶为%s
Fabao_36|当前装备已达到最大阶数
Fabao_37|使用%s,可直接无视条件唤灵
Fabao_38|器灵未激活
Fabao_39|%s件%s星以上灵装：全属性%s%
Fabao_40|激活器灵可升级
Fabao_41|当前等级：%s
Fabao_42|当前等级：
Fabao_43|已学习：
Fabao_44|未学习：
Fabao_45|\n解锁条件：#Y伙伴等级达%s级：
Fabao_46|技能描述
Fabao_47|下级预览
Fabao_48|描述
Fabao_49|拥有
Fabao_50|已激活
Fabao_51|未激活
Fabao_52|\n解锁条件：#Y唤灵达到%s级
Fabao_53|\n解锁条件：#Y等级达到%s级：
Fabao_54|需要5个同类型圣痕才可合成
Fabao_55|卸下
Fabao_56|分解
Fabao_57|替换
Fabao_58|分解%s·%s圣痕可获得%s%s，是否确定分解？
Fabao_59|类型：%s
Fabao_60|\n战力：
Fabao_61|重铸
Fabao_62|合成
Fabao_63|前往获得圣痕
Fabao_64|敬请期待
Fabao_65|青龙限定
Fabao_66|白虎限定
Fabao_67|朱雀限定
Fabao_68|玄武限定
Fabao_69|通用技能
Fabao_70|\n技能类型：%s
Fabao_71|已满阶
Fabao_72|进阶
Fabao_73|激活
Fabao_74|拥有:
Fabao_75|无
Fabao_76|消耗：%s/%s
Fabao_77|修炼#R极品#end诀要可领悟#R逆天神通#end
Fabao_78|没有更高级的诀要
Fabao_79|功能暂未开启
Fabao_80|飞剑
Fabao_81|灵宝
Fabao_82|剑纹
Fabao_83|器灵
Fabao_84|四圣之力
Fabao_85|本命法宝
Fabao_86|%s能百分比永久提高本命法宝基础属性
Fabao_87|拥有：
Fabao_88|已融合：
Fabao_89|未融合%s
Fabao_90|白虎灵魂能百分比永久提高法宝基础属性
Fabao_91|未达成激活条件
Fabao_92|当前效果
Fabao_93|激活条件
Fabao_94|%s达到%s阶
Fabao_95|分解获得：#G%s×%s#end
Fabao_96|本命法宝达到%s阶
Fabao_97|停止进阶
Fabao_98|自动进阶
Fabao_99|阶
Fabao_100|可提升战力%s
Fabao_101|元宝不足
Fabao_102|已满级
Fabao_103|灵宝达到三阶开启
Fabao_104|停止炼化
Fabao_105|自动炼化
Fabao_106|一键炼化
Fabao_107| ·极+
Fabao_108|·下+
Fabao_109|已选满材料，请合成
Fabao_110|红点不再提示
Fabao_111|橙色符文
Fabao_112|红色符文
Fabao_113|确认
Fabao_114|点击其他区域关闭
Fabao_115|消耗:
Fabao_116|镶嵌
Fabao_117|升级
Fabao_118|兑换
Fabao_119|升星
Fabao_120|确定
Fabao_121|提升战位等级可激活战位技能
Fabao_122|一键升级
Fabao_123|灵装
Fabao_124|获取途径
Fabao_125|一键装备
Fabao_126|激活器灵，使侍从合体可进行召唤
Fabao_127|器灵每提升1级可以获得5点灵根点数，每级最多分配2点单一属性
Fabao_128|加点
Fabao_129|一键加点
Fabao_130|重置点数
Fabao_131|一键添加
Fabao_132|合成成功
Fabao_133|佩戴
Fabao_134|佩戴圣痕后，主角获得圣痕携带的被动技能
Fabao_135|获取更多
Fabao_136|基础属性
Fabao_137|圣痕技能
Fabao_138|重铸消耗:
Fabao_139|保存
Fabao_140|暂无圣痕技能
Fabao_141|已镶嵌
Fabao_142|属性永久加成
Fabao_143|集齐碎片可进阶已激活法宝
Fabao_144|一键镶嵌
Fabao_145|诀要获取
Fabao_146|一键替换
Fabao_147|一键融合
Fabao_148|下品
Fabao_149|中品
Fabao_150|上品
Fabao_151|珍品
Fabao_152|一键分解
Fabao_153|当前修炼
Fabao_154|修炼
Fabao_155|神通:%s
Fabao_156|神通:无
Fabao_157|战力：%s
Fabao_158|无可替换诀要
Fabao_159|自动升级
Fabao_160|自动购买
Fabao_161|炼化
Fabao_162|可激活
